COUNTRY,REGION,ADMIN_LEVEL_NAME,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
Kazakhstan,Asia,,Introduction / extension of measures,Social distancing,Limit public gatherings,,ban on public gatherings will be implemented until July 19.,Not available ,5/7/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/356021/kazakhstan-authorities-announce-two-week-lockdown-from-july-5-update-20,10/7/20,
Kazakhstan,Asia,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,, during two-week lockdown: some non-essential businesses closed,Not available ,5/7/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/356021/kazakhstan-authorities-announce-two-week-lockdown-from-july-5-update-20,10/7/20,
Kazakhstan,Asia,,Introduction / extension of measures,Lockdown,Partial lockdown,,"two-week lockdown will be implemented from Sunday, July 5, following a rise in the number of coronavirus disease (COVID-19) cases in the country.",Not available ,5/7/20,Garda World,media,https://www.garda.com/crisis24/news-alerts/356021/kazakhstan-authorities-announce-two-week-lockdown-from-july-5-update-20,10/7/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,,"he Chief Sanitary Doctor of Kazakhstan has mandated that masks be worn nationwide in public settings, including both indoor and outdoor spaces and on public transportation. Failure to comply with this measure could result in administrative penalty.",Fines,5/7/20,US Embassy ,Government,https://kz.usembassy.gov/covid-19-information/,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,,"Work is actively carried out by mobile teams that monitor the implementation of sanitary and epidemiological requirements. Since July 5, we have checked about 4 thousand objects. The main work was carried out in the format of explanations, warnings , ï¿½explained Zh. Bekshin. In the course of inspections at more than 800 objects, a violation of the mask regime was revealed, 1000 - a violation of sanitary standards. For example, a number of cafes were fined for gross violations of the mask regime and anti-epidemic measures: Manana, Bodrum, ""Garden of Eden"", ""Dostluk"", ""Shafran"", ""Ldinka"". ",Fines,5/7/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=18039,12/8/20,
Kazakhstan,Asia,youth,Introduction / extension of measures,Public health measures,General recommendations,checked,"the chief state sanitary doctor of the city, Zhandarbek Bekshin urged young people to comply with all quarantine measures - Almaty youth are urged to observe the mask regime",Not available ,16/7/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17957,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,, restrictions on travel between provinces will remain in place. and Reduced public transport operating hours are introduced,Not available ,17/7/20,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/359336/kazakhstan-authorities-announce-two-week-extension-of-lockdown-july-13-update-21,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,The two-week extension of the lockdown will mean some non-essential businesses remain closed,Not applicable,17/7/20,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/359336/kazakhstan-authorities-announce-two-week-extension-of-lockdown-july-13-update-21,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Lockdown,Partial lockdown,,"the country's second lockdown, first implemented on July 5, will be extended from Monday for another two weeks through July 27",Not applicable,17/7/20,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/359336/kazakhstan-authorities-announce-two-week-extension-of-lockdown-july-13-update-21,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Social distancing,Limit public gatherings,,ban on public gatherings will be in place until July 27.,Not available ,17/7/20,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/359336/kazakhstan-authorities-announce-two-week-extension-of-lockdown-july-13-update-21,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Other public health measures enforced,,"In Almaty, pharmacies are monitored daily for non-increase in prices for socially important drugs",Not available ,18/7/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=17979,12/8/20,
Kazakhstan,Asia,medical staff ,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"In Almaty, more than 2 thousand ambulance workers received payments in support of the fight against COVID-19. Additional payments for four months from March to June were made in the amount of 2.222 billion tenge to everyone in the second category - doctors and paramedics, and in the third category - ambulance drivers",Not applicable,21/7/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=18012,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"The priority is the fight against COVID-19, all other costs are reduced- all non-priority budget expenditures are reduced, funds are redirected to anti-corruption measures.",Not applicable,23/7/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=18048,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Social distancing,Limit public gatherings,,"In order to prevent the spread of coronavirus in Almaty, a ban on mass events on the days of Kurban Ait was introduced",Not available ,27/7/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=18069,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,,"additional restrictive measures are introduced in Almaty to prevent the spread of coronavirus infection COVID-19. In particular, measures for compulsory compliance with isolation requirements at home for persons with a confirmed diagnosis of COVID-19 and persons with a positive result of a PCR examination.",Not available ,1/8/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=18121,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"On Aug. 3, 2020, the Agency for Regulation and Development of the Financial Market took additional measures to support entrepreneurs in connection with the extension of quarantine. In particular, a more simplified procedure for considering and approving an application for a deferral was introduced for entrepreneurs whose activities were suspended under the order of the Chief State Sanitary Doctor of the Republic of Kazakhstan dated July 5, 2018. They received a deferral until Oct. 1.
",Not Applicable,3/8/20,Prime Minister of the Republic of Kazakhstan,Government,https://primeminister.kz/en/news/interviews/poryadka-4-700-predprinimateley-poluchili-otsrochki-po-zaymam-do-1-oktyabrya-177135,11/10/20,
Kazakhstan,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,"In Almaty, more than 800 medical staff completed training seminars on the diagnosis and treatment of COVID-19",Not applicable,4/8/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=18133,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,"Personal Movement Limited: All large events and family gatherings are prohibited. Individual and group outdoor fitness activities are permitted, and people may walk in parks and other public spaces in groups of three or less.",Not available ,5/8/20,US Embassy ,Government,https://kz.usembassy.gov/covid-19-information/,12/8/20,
Kazakhstan,Asia,,Introduction / extension of measures,Movement restrictions,Visa restrictions,,"August 5 Deadline to Leave Kazakhstan: The Government of Kazakhstan announced that foreign citizens without a current visa must leave the country by August 5. As this date has passed, foreigners who remain in Kazakhstan and whose visas have expired or have not been renewed will face administrative penalties.",Other (add in comments),5/8/20,US Embassy ,Government,https://kz.usembassy.gov/covid-19-information/,12/8/20,
Kazakhstan,Asia,65+,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,Individuals older than 65 years old are limited from leaving their residence.,Not available ,5/8/20,US Embassy ,Government,https://kz.usembassy.gov/covid-19-information/,12/8/20,
Kazakhstan,Asia,infected medical workers,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,payments to medical workers who became infected in the course of fulfilling their labor obligations,Not applicable,7/8/20,Goverment website,Government,https://almaty.gov.kz/page.php?page_id=4099&lang=1&news_id=18152,12/8/20,
Kazakhstan,Asia,,Phase-out measure,Social distancing,Closure of businesses and public services,,"The list of entrepreneurial activities, which will resume their work from 17 August, has been approved: Shopping and entertainment centers, trading houses (boutiques), retail chains, covered markets (occupancy not more than 30%, 4 mÂ² per visitor); beauty salons, hairdressing salons, spa centers, facilities providing cosmetic services (4 mÂ² per visitor by appointment); fitness centers without pools (50% occupancy, 5 mÂ² for 1 visitor), baths and saunas without pools (50% occupancy, 4 mÂ² for 1 visitor);  children's correction rooms, children's and adult educational centers (groups â€” no more than 5 people, by appointment); duty groups of preschool institutions (no more than 15 people); outdoor attractions (distance, masks, flow regulation). Employers have been recommended to maintain the remote work format for at least 80% of employees.

Source: https://primeminister.kz/en/news/goskomissiya-utverdila-plan-poetapnogo-snyatiya-karantinnyh-mer-s-17-avgusta-t-g-137510

Any use of materials is allowed only with a hyperlink to primeminister.kz",Not Applicable,17/8/20,Prime Minister of the Republic of Kazakhstan,Government,https://primeminister.kz/en/news/goskomissiya-utverdila-plan-poetapnogo-snyatiya-karantinnyh-mer-s-17-avgusta-t-g-137510,11/10/20,
